,cX,cY,Reps,Avg Velocity,Peak Velocity,Avg Velocity Loss,Peak Velocity Loss,Rep
290,547,506,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
291,547,518,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
292,547,531,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
293,547,544,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
294,547,557,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
295,547,571,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
296,547,585,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
297,548,599,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
298,548,612,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
299,548,627,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
300,548,641,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
301,548,656,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
302,548,670,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
303,547,685,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
304,547,700,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
305,547,716,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
306,546,731,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
307,546,748,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
308,544,764,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
309,544,782,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
310,543,799,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
311,542,816,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
312,541,833,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
313,539,851,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
314,538,868,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
315,536,885,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
316,535,902,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
317,535,917,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
318,534,931,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
319,533,944,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
320,533,957,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
321,533,966,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
322,533,974,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
323,533,979,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
324,532,983,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
325,532,985,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
326,532,986,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
327,532,985,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
328,532,984,2,0.4509454838839442,0.6638899513244629,1.133902700535861,-1.030348385731939,2
